date,pollster,bulstrode,lydgate,vincy,casaubon,chettam,others
2024-04-03,"
        Verity Insights
      ",,,,,,
2024-04-03,"
        Capitol Opinion Research
      ",,,,,,
2024-04-03,"
        Bardi University
      ",,,,,,
2024-04-01,"
        DemocracyMeter
      ",,,,,,
2024-03-30,"
        Policy Voice Polling
      ",,,,,,
2024-03-28,"
        Pulse Analytics
      ",,,,,,
2024-03-28,"
        Bardi University
      ",0.6608122941822174,0.1855072463768117,0.9080280592361654,0.11999169607639605,,0.5295202952029522
2024-03-27,"
        Verity Insights
      ",0.6399560922063672,0.13913043478260861,0.8791893998441153,0.1785343574839111,,0.6033210332103321
2024-03-25,"
        Mandate Metrics
      ",0.6267837541163558,0.1434782608695653,0.8558067030397505,0.2140336308905958,,0.7785977859778597
2024-03-25,"
        DemocracyMeter
      ",0.6136114160263448,0.14492753623188395,0.8659392049883087,0.22960348764791358,,0.6457564575645756
2024-03-24,"
        Civic Pulse
      ",0.6026344676180027,0.08695652173913052,0.8659392049883087,0.24579613867552408,,0.8118081180811808
2024-03-24,"
        Calvo Group
      ",0.5642151481888034,0.08985507246376818,0.9010132501948559,0.2071828939173759,,0.9354243542435422
2024-03-23,"
        Policy Voice Polling
      ",0.5993413830954992,0.08405797101449249,0.9251753702260328,0.1473946439692754,,0.7527675276752768
2024-03-22,"
        Bardi University
      ",0.574094401756312,0.018840579710145047,0.9524551831644584,0.10193066223790727,,0.8154981549815498
2024-03-22,"
        University of Bellville-sur-Mer
      ",0.6092206366630079,0.03188405797101439,0.9680436477007015,0.07079094872327173,,0.7232472324723248
2024-03-22,"
        University of Bellville-sur-Mer
      ",0.6311745334796927,0.039130434782608386,0.9672642244738895,0.07016815445297893,,0.5276752767527677
2024-03-20,"
        Verity Insights
      ",0.6377607025246979,0.0739130434782608,0.9742790335151987,0.0938343367241021,,0.43911439114391143
2024-03-20,"
        Capitol Opinion Research
      ",0.6212952799121841,0.13623188405797057,0.966484801247077,0.13618434710400662,,0.24538745387453886
2024-03-18,"
        DemocracyMeter
      ",0.6410537870472007,0.179710144927536,0.9173811379579112,0.1785343574839111,,0.12361623616236174
2024-03-16,"
        Policy Voice Polling
      ",0.6717892425905602,0.16811594202898533,0.9088074824629774,0.19223583143035083,,0.08856088560885622
2024-03-16,"
        Bardi University
      ",0.6717892425905602,0.165217391304348,0.8924395946999223,0.18746107535810663,0.022918615528531323,0.13284132841328422
2024-03-14,"
        Pulse Analytics
      ",0.6597145993413828,0.15362318840579697,0.8971161340607952,0.1642100892671787,0.02182725288431555,0.33579335793357934
2024-03-13,"
        Verity Insights
      ",0.6081229418221737,0.17246376811594202,0.8752922837100546,0.1480174382395682,0.020735890240099773,0.47232472324723257
2024-03-11,"
        Mandate Metrics
      ",0.6004390779363339,0.08405797101449285,0.8791893998441153,0.12808802159020136,0.01964452759588398,0.6162361623616236
2024-03-11,"
        DemocracyMeter
      ",0.6498353457738753,0.10869565217391287,0.8713951675759937,0.09757110234585838,0.018553164951668203,0.6808118081180812
2024-03-11,"
        Mawmsey Reports
      ",0.615806805708013,0.09420289855072451,0.8947778643803587,0.0751505086153207,0.01746180230745243,0.7361623616236163
2024-03-10,"
        Civic Pulse
      ",0.5192096597145995,0.03768115942029009,0.9127045985970383,0.09674070998546817,0.016370439663236657,1.0
2024-03-10,"
        Bardi University
      ",0.5257958287596047,0.03478260869565206,0.9243959469992208,0.116670126634835,0.015279077019020882,0.9630996309963099
2024-03-09,"
        Policy Voice Polling
      ",0.5192096597145995,0.0028985507246376717,0.9392049883086518,0.1349387585634212,0.014187714374805108,0.8339483394833948
2024-03-06,"
        Verity Insights
      ",0.5104281009879256,0.0,0.9579111457521434,0.13120199294166493,0.013096351730589333,0.8136531365313653
2024-03-06,"
        Capitol Opinion Research
      ",0.5214050493962678,0.08695652173913052,0.9384255650818394,0.0763960971559062,0.01200498908637356,0.8136531365313653
2024-03-04,"
        DemocracyMeter
      ",0.49945115257958334,0.08695652173913052,0.9384255650818394,0.048370354992734045,0.010913626442157785,0.7952029520295204
2024-03-04,"
        Bardi University
      ",0.5104281009879256,0.12898550724637659,0.9259547934528448,0.0402740294789288,0.00982226379794201,0.8653136531365314
2024-03-02,"
        Policy Voice Polling
      ",0.5159165751920967,0.18115942028985502,0.9337490257209664,0.04484118746107527,0.008730901153726215,0.6586715867158672
2024-02-29,"
        Pulse Analytics
      ",0.487376509330406,0.24492753623188415,0.9017926734216679,0.01660784720780563,0.007639538509510441,0.6088560885608857
2024-02-28,"
        Verity Insights
      ",0.44676180021953904,0.3492753623188403,0.8752922837100546,0.0004151961801951407,0.0065481758652946665,0.6328413284132841
2024-02-27,"
        Bardi University
      ",0.43907793633369924,0.40724637681159487,0.8838659392049882,0.0,0.005456813221078893,0.6752767527675277
2024-02-26,"
        Mandate Metrics
      ",0.35236004390779374,0.40289855072463815,0.9189399844115353,0.061449034668881054,0.004365450576863119,0.7785977859778597
2024-02-26,"
        DemocracyMeter
      ",0.3304061470911089,0.4463768115942029,0.9189399844115353,0.09881669088644379,0.0032740879326473224,0.6863468634686347
2024-02-25,"
        Civic Pulse
      ",0.32052689352360025,0.44782608695652226,0.9236165237724085,0.11687772472493241,0.0021827252884315486,0.5608856088560883
2024-02-24,"
        Policy Voice Polling
      ",0.3051591657519211,0.4753623188405796,0.9399844115354639,0.08822918829146778,0.0010913626442157743,0.5535055350553506
2024-02-23,"
        University of Bellville-sur-Mer
      ",0.2963776070252471,0.5101449275362316,0.9688230709275135,0.09819389661615116,0.0,0.415129151291513
2024-02-23,"
        University of Bellville-sur-Mer
      ",0.3018660812294182,0.5637681159420291,1.0,0.09072036537263856,0.0023386342376052302,0.27490774907749077
2024-02-21,"
        Verity Insights
      ",0.3117453347969263,0.5724637681159418,0.989867498051442,0.08739879593107742,0.008107265357031487,0.15313653136531377
2024-02-21,"
        Capitol Opinion Research
      ",0.35016465422612497,0.5913043478260872,0.9781761496492596,0.06456300602034469,0.01730589335827875,0.0
2024-02-21,"
        Bardi University
      ",0.31394072447859506,0.5405797101449278,0.9836321122369446,0.045879177911563276,0.029934518241347057,0.23985239852398527
2024-02-19,"
        DemocracyMeter
      ",0.3139407244785945,0.5695652173913045,0.999220576773188,0.03342329250570898,0.045993140006236354,0.18450184501845018
2024-02-17,"
        Policy Voice Polling
      ",0.3293084522502748,0.6043478260869566,0.9649259547934529,0.06456300602034461,0.06548175865294671,0.10147601476014781
2024-02-15,"
        Pulse Analytics
      ",0.322722283205269,0.5550724637681165,0.936087295401403,0.11189537056259088,0.08469453838958049,0.19926199261992628
2024-02-15,"
        Bardi University
      ",0.28100987925356746,0.5565217391304351,0.941543257989088,0.12746522731990867,0.10020148233431676,0.3653136531365314
2024-02-14,"
        Verity Insights
      ",0.2941822173435789,0.5594202898550718,0.9446609508963368,0.10629022212995641,0.11200259048715551,0.3634686346863469
2024-02-12,"
        Mandate Metrics
      ",0.246981339187706,0.5869565217391305,0.9485580670303975,0.13867552418517737,0.12009786284809673,0.35055350553505543
2024-02-12,"
        DemocracyMeter
      ",0.26125137211855076,0.6811594202898554,0.935307872174591,0.16981523769981308,0.12448729941714039,0.11070110701107017
2024-02-11,"
        Civic Pulse
      ",0.2612513721185513,0.6086956521739132,0.9197194076383478,0.21963877932323012,0.12517090019428653,0.16605166051660514
2024-02-10,"
        Policy Voice Polling
      ",0.24807903402854037,0.6101449275362318,0.9033515198752923,0.26323437824372015,0.12214866517953517,0.21033210332103325
2024-02-10,"
        Mawmsey Reports
      ",0.25576289791437967,0.6014492753623192,0.915822291504287,0.24704172721610948,0.11912643016478379,0.20110701107011064
2024-02-09,"
        Bardi University
      ",0.2941822173435789,0.5072463768115943,0.9103663289166017,0.2644799667843056,0.11610419515003237,0.26937269372693745
2024-02-07,"
        Verity Insights
      ",0.28979143798024193,0.4391304347826089,0.8955572876071707,0.315549096948308,0.11308196013528099,0.32472324723247253
2024-02-07,"
        Capitol Opinion Research
      ",0.29418221734357836,0.4971014492753623,0.8799688230709276,0.35042557608470015,0.11005972512052963,0.2306273062730627
2024-02-05,"
        DemocracyMeter
      ",0.28320526893523623,0.4391304347826089,0.9033515198752923,0.35042557608470015,0.1070374901057782,0.24907749077490776
2024-02-03,"
        Policy Voice Polling
      ",0.26344676180021953,0.4942028985507243,0.9041309431021045,0.3329873365165041,0.10401525509102683,0.19188191881918829
2024-02-03,"
        Bardi University
      ",0.2261251372118552,0.49565217391304367,0.9392049883086518,0.315549096948308,0.10405573145283155,0.36900369003690037
2024-02-01,"
        Pulse Analytics
      ",0.21624588364434688,0.5072463768115943,0.9399844115354639,0.3392152792194312,0.10715891919119234,0.33763837638376387
2024-01-31,"
        Verity Insights
      ",0.18111964873765077,0.5956521739130431,0.9236165237724083,0.3012248287315756,0.11332481830610923,0.21955719557195572
2024-01-29,"
        Mandate Metrics
      ",0.17782656421514817,0.6536231884057974,0.9454403741231489,0.26323437824372015,0.12255342879758217,0.26014760147601496
2024-01-29,"
        DemocracyMeter
      ",0.17124039517014245,0.6217391304347833,0.9423226812159002,0.20842848245796133,0.13484475066561122,0.3800738007380076
2024-01-28,"
        Civic Pulse
      ",0.18221734357848487,0.6072463768115945,0.9345284489477786,0.19597259705210704,0.15019878391019642,0.4169741697416975
2024-01-28,"
        Bardi University
      ",0.1734357848518112,0.6449275362318839,0.9251753702260328,0.18538509445713094,0.1686155285313377,0.6088560885608857
2024-01-27,"
        Policy Voice Polling
      ",0.20307354555433593,0.6594202898550726,0.8799688230709276,0.17417479759186213,0.18703227315247895,0.4206642066420665
2024-01-26,"
        University of Bellville-sur-Mer
      ",0.20197585071350155,0.6289855072463773,0.8838659392049882,0.12684243304961595,0.20702759588400374,0.44280442804428066
2024-01-26,"
        University of Bellville-sur-Mer
      ",0.24149286498353464,0.5695652173913045,0.8932190179267343,0.14178949553664108,0.22355004677268478,0.4095940959409595
2024-01-24,"
        Verity Insights
      ",0.20307354555433565,0.6188405797101453,0.8760717069368666,0.1349387585634212,0.23659962581852198,0.35424354243542444
2024-01-24,"
        Capitol Opinion Research
      ",0.2074643249176732,0.6188405797101445,0.8534684333593141,0.14864023250986091,0.2461763330215154,0.4022140221402213
2024-01-22,"
        DemocracyMeter
      ",0.20746432491767264,0.6333333333333333,0.8534684333593141,0.13618434710400662,0.25228016838166506,0.4022140221402213
2024-01-22,"
        Bardi University
      ",0.19758507135016484,0.5927536231884059,0.8713951675759937,0.1430350840772265,0.25491113189897097,0.2767527675276753
2024-01-20,"
        Policy Voice Polling
      ",0.21953896816684948,0.5797101449275365,0.8760717069368666,0.11812331326551799,0.2540692235734331,0.3523985239852398
2024-01-18,"
        Pulse Analytics
      ",0.21624588364434688,0.6188405797101445,0.8737334372564303,0.11064978202200539,0.24817586529466787,0.4022140221402213
2024-01-17,"
        Verity Insights
      ",0.18331503841931981,0.5840579710144932,0.8947778643803587,0.09819389661615116,0.2422825070159027,0.46863468634686334
2024-01-16,"
        Bardi University
      ",0.194291986827662,0.46956521739130425,0.8908807482462977,0.100685073697322,0.23638914873713746,0.6033210332103321
2024-01-15,"
        Mandate Metrics
      ",0.23929747530186615,0.39565217391304347,0.9064692127825409,0.14552626115839742,0.2304957904583723,0.5147601476014761
2024-01-15,"
        DemocracyMeter
      ",0.20636663007683853,0.41014492753623216,0.8908807482462977,0.18289391737596017,0.22460243217960713,0.5332103321033211
2024-01-14,"
        Civic Pulse
      ",0.22283205268935236,0.37246376811594173,0.8737334372564303,0.16670126634834953,0.21870907390084188,0.5977859778597787
2024-01-13,"
        Policy Voice Polling
      ",0.1459934138309552,0.3985507246376815,0.8932190179267343,0.159227735104837,0.2128157156220767,0.6586715867158672
2024-01-11,"
        Mawmsey Reports
      ",0.18551042810098803,0.3550724637681161,0.8846453624318007,0.17417479759186213,0.20692235734331155,0.6457564575645756
2024-01-10,"
        Verity Insights
      ",0.19978046103183306,0.368115942028985,0.8612626656274357,0.19784097986298516,0.2010289990645463,0.6273062730627306
2024-01-10,"
        Capitol Opinion Research
      ",0.1899012074643253,0.4115942028985501,0.8628215120810601,0.1891218600788872,0.19513564078578113,0.595940959409594
2024-01-10,"
        Bardi University
      ",0.16684961580680574,0.4173913043478262,0.8550272798129385,0.20157774548474158,0.1892422825070159,0.6273062730627306
2024-01-08,"
        DemocracyMeter
      ",0.2107574094401755,0.40289855072463815,0.8706157443491815,0.16421008926717875,0.18334892422825066,0.5904059040590405
2024-01-06,"
        Policy Voice Polling
      ",0.24368825466520314,0.4144927536231889,0.8550272798129385,0.14552626115839742,0.1774555659494855,0.6033210332103321
2024-01-04,"
        Pulse Analytics
      ",0.28759604829857316,0.346376811594203,0.8573655494933751,0.17417479759186205,0.17156220767072025,0.5166051660516604
2024-01-04,"
        Bardi University
      ",0.2579582875960479,0.3840579710144928,0.848012470771629,0.16794685488893496,0.16651075771749296,0.5498154981549819
2023-12-30,"
        Policy Voice Polling
      ",0.26125137211855076,0.42898550724637685,0.8215120810600155,0.18289391737596003,0.16230121608980352,0.47601476014760136
2023-12-18,"
        Mandate Metrics
      ",0.3336992316136112,0.4130434782608695,0.7809820732657832,0.25264687564874394,0.15472404115996255,0.3210332103321034
2023-12-18,"
        DemocracyMeter
      ",0.3951701427003294,0.3942028985507248,0.7412314886983631,0.23147187045879172,0.1816651075771749,0.27490774907749094
2023-12-17,"
        Civic Pulse
      ",0.42810098792535706,0.4086956521739128,0.6710833982852689,0.2812954120822088,0.18138447146866227,0.21955719557195583
2023-12-17,"
        Bardi University
      ",0.4774972557628979,0.38550724637681144,0.6071706936866719,0.3348557193273821,0.17984097287184284,0.23800738007380068
2023-12-16,"
        Policy Voice Polling
      ",0.5664105378704721,0.4144927536231889,0.5268901013250193,0.37222337554494495,0.17703461178671656,0.1900369003690038
2023-12-13,"
        Verity Insights
      ",0.6333699231613614,0.3565217391304347,0.48558067030397506,0.45194104214241226,0.18405051449953225,0.07011070110701116
2023-12-13,"
        Capitol Opinion Research
      ",0.7102085620197589,0.2985507246376816,0.43959469992205763,0.4793439900352917,0.1686155285313377,0.0996309963099632
2023-12-12,"
        Mawmsey Reports
      ",0.7124039517014271,0.30579710144927524,0.40919719407638355,0.49802781814407304,0.17563143124415337,0.12361623616236174
2023-12-11,"
        DemocracyMeter
      ",0.6904500548847422,0.3637681159420294,0.40919719407638344,0.5229395889557815,0.17563143124415342,0.0498154981549816
2023-12-11,"
        Bardi University
      ",0.6597145993413828,0.34927536231884104,0.41192517537022605,0.5578160680921734,0.22053320860617406,0.2306273062730627
2023-12-09,"
        Policy Voice Polling
      ",0.6278814489571899,0.3333333333333333,0.41893998441153535,0.6063940211750051,0.25491113189897097,0.11623616236162376
2023-12-07,"
        Pulse Analytics
      ",0.665203073545555,0.2985507246376809,0.39789555728760706,0.5802366618227112,0.29700654817586525,0.13099630996309972
2023-12-06,"
        Verity Insights
      ",0.665203073545555,0.29420289855072496,0.3568459340088334,0.59144695868798,0.33489242282507015,0.30073800738007384
2023-12-05,"
        Bardi University
      ",0.6619099890230521,0.3043478260869566,0.31917381137957906,0.6325513805272991,0.37839101964452754,0.39298892988929907
2023-12-04,"
        Mandate Metrics
      ",0.6904500548847428,0.25652173913043447,0.3028059236165237,0.6275690263649576,0.42750233863423753,0.3856088560885608
2023-12-04,"
        DemocracyMeter
      ",0.7672886937431401,0.24202898550724614,0.24824629773967266,0.6275690263649576,0.3854069223573433,0.4409594095940959
2023-12-03,"
        Civic Pulse
      ",0.8090010976948412,0.1840579710144927,0.2065471551052221,0.6425160888519824,0.4387277829747428,0.26014760147601484
2023-12-02,"
        Policy Voice Polling
      ",0.8463227222832052,0.19420289855072473,0.17381137957911139,0.6176043180402742,0.461178671655753,0.26937269372693734
2023-12-01,"
        University of Bellville-sur-Mer
      ",0.8068057080131719,0.23913043478260881,0.18004676539360873,0.6462528544737387,0.4597754911131899,0.2232472324723247
2023-11-29,"
        Verity Insights
      ",0.8068057080131719,0.2637681159420292,0.1774486879709015,0.6362881461490554,0.4359214218896165,0.10885608856088555
2023-11-29,"
        Capitol Opinion Research
      ",0.7881448957189898,0.2855072463768116,0.19017926734216678,0.5727631305791987,0.46538821328344243,0.00922509225092259
2023-11-29,"
        Bardi University
      ",0.7672886937431396,0.3202898550724636,0.19927253832164196,0.5316587087398794,0.4878391019644528,0.15313653136531377
2023-11-27,"
        DemocracyMeter
      ",0.6904500548847422,0.320289855072464,0.2065471551052221,0.556570479551588,0.6281571562207672,0.20848708487084874
2023-11-25,"
        Policy Voice Polling
      ",0.6783754116355659,0.3942028985507248,0.2073265783320343,0.49678222960348745,0.646398503274088,0.17712177121771222
2023-11-23,"
        Pulse Analytics
      ",0.6926454445664104,0.42608695652173956,0.1878409976617303,0.5216940004151961,0.6534144059869038,0.11439114391143915
2023-11-23,"
        Bardi University
      ",0.706915477497256,0.4188405797101448,0.15120810600155887,0.48432634419763326,0.7039289055191768,0.24354243542435428
2023-11-22,"
        Verity Insights
      ",0.7255762897914381,0.4159420289855068,0.13250194855806702,0.43076603695245996,0.775491113189897,0.24538745387453886
2023-11-20,"
        Mandate Metrics
      ",0.7145993413830953,0.4362318840579716,0.09457001818654194,0.46190575046709564,0.7951356407857811,0.32472324723247237
2023-11-20,"
        DemocracyMeter
      ",0.6717892425905602,0.39710144927536284,0.05637828007274614,0.49802781814407304,0.8905519176800749,0.24907749077490776
2023-11-19,"
        Civic Pulse
      ",0.7047200878155873,0.39710144927536284,0.017926734216679643,0.4357483911148016,0.932647333956969,0.17527675276752772
2023-11-18,"
        Policy Voice Polling
      ",1.0,0.3173913043478263,0.0,0.5104837035499272,0.9115996258185219,0.2380073800738009
2023-11-17,"
        Bardi University
      ",0.9418221734357847,0.3086956521739133,0.010911925175370187,0.5017645837658293,0.9593077642656688,0.35424354243542444
2023-11-15,"
        Verity Insights
      ",0.8540065861690456,0.29130434782608694,0.020265003897116135,0.5515881253892462,1.0,0.3062730627306273
2023-11-15,"
        Capitol Opinion Research
      ",0.7705817782656424,0.327536231884058,0.05689789555728762,0.6188499065808595,0.9284377923292798,0.3062730627306273
2023-11-13,"
        DemocracyMeter
      ",0.7508232711306257,0.28840579710144887,0.08573655494933755,0.6599543284201785,0.9508886810102901,0.29889298892988936
2023-11-12,"
        Mawmsey Reports
      ",0.7991218441273331,0.3231884057971013,0.10678098207326576,0.676146979447789,0.882132834424696,0.25645756457564584
2023-11-11,"
        Policy Voice Polling
      ",0.7607025246981344,0.33768115942029003,0.12003117692907252,0.7508822918829147,0.8119738072965388,0.25092250922509235
2023-11-11,"
        Bardi University
      ",0.43907793633369924,0.36956521739130443,0.12704598597038197,0.7184969898276934,0.8274087932647333,0.3523985239852398
2023-11-09,"
        Pulse Analytics
      ",0.43249176728869404,0.3579710144927537,0.13717848791893994,0.7222337554494498,0.8666978484565013,0.21586715867158673
2023-11-08,"
        Verity Insights
      ",0.4423710208562021,0.3478260869565217,0.1441932969602494,0.7583558231264274,0.8807296538821328,0.12177121771217714
2023-11-06,"
        Mandate Metrics
      ",0.47091108671789217,0.3521739130434784,0.10756040530007797,0.7708117085322814,0.9452759588400372,0.1383763837638377
2023-11-06,"
        DemocracyMeter
      ",0.43798024149286513,0.36666666666666675,0.0753442452585087,0.7708117085322814,0.9593077642656687,0.15682656826568264
2023-11-05,"
        Civic Pulse
      ",0.4006586169045005,0.37536231884057975,0.047544816835541695,0.8044425991280879,0.9579045837231057,0.14391143911439108
2023-11-05,"
        Bardi University
      ",0.3809001097694844,0.3579710144927537,0.04481683554169915,0.8667220261573593,0.9740411599625819,0.3616236162361623
2023-11-04,"
        Policy Voice Polling
      ",0.37431394072447866,0.40289855072463815,0.04481683554169915,0.8829146771849699,0.9936856875584658,0.17712177121771222
2023-11-03,"
        University of Bellville-sur-Mer
      ",0.36663007683863935,0.4130434782608695,0.055728760717069385,0.9053352709155075,0.9305425631431246,0.19741697416974177
2023-11-01,"
        Verity Insights
      ",0.3600439077936336,0.4275362318840582,0.064614185502728,0.8891426198878968,0.8884471468662303,0.37822878228782286
2023-11-01,"
        Capitol Opinion Research
      ",0.3633369923161365,0.4115942028985508,0.08316445830085738,0.8642308490761885,0.8982694106641721,0.415129151291513
2023-10-30,"
        DemocracyMeter
      ",0.37431394072447866,0.42608695652173956,0.11137957911145756,0.8393190782644799,0.8842376052385407,0.415129151291513
2023-10-30,"
        Bardi University
      ",0.3446761800219539,0.43333333333333357,0.14925954793452847,0.8530205522109195,0.8968662301216089,0.43911439114391143
2023-10-28,"
        Policy Voice Polling
      ",0.31064763995609274,0.508695652173913,0.1761496492595479,0.8106705418310153,0.824602432179607,0.2269372693726937
2023-10-26,"
        Pulse Analytics
      ",0.26344676180021953,0.4869565217391303,0.1932969602494154,0.8443014324268217,0.783910196445276,0.42619926199262
2023-10-25,"
        Verity Insights
      ",0.1931942919868276,0.5420289855072464,0.1925175370226033,0.8953705625908243,0.7376052385406923,0.4612546125461254
2023-10-24,"
        Bardi University
      ",0.16136114160263437,0.6101449275362326,0.18713951675759932,0.8878970313473116,0.7740879326473339,0.3911439114391143
2023-10-23,"
        Mandate Metrics
      ",0.0801317233809,0.6449275362318839,0.17716289945440378,0.9265102761054597,0.7993451824134705,0.28966789667896686
2023-10-23,"
        DemocracyMeter
      ",0.0581778265642151,0.6739130434782606,0.1736295141595219,0.951422046917168,0.785313376987839,0.2712177121771218
2023-10-22,"
        Civic Pulse
      ",0.0,0.7391304347826089,0.176539360872954,1.0,0.744621141253508,0.24723247232472337
2023-10-21,"
        Policy Voice Polling
      ",0.009879253567508066,0.7072463768115947,0.18589243959469992,0.9763338177288768,0.7811038353601497,0.2380073800738009
2023-10-18,"
        Verity Insights
      ",0.04610318331503827,0.7927536231884056,0.1769290724863601,0.9402117500518994,0.744621141253508,0.16974169741697423
2023-10-18,"
        Capitol Opinion Research
      ",0.06695938529088878,0.8101449275362316,0.14964925954793454,0.9015985052937512,0.8035547240411599,0.15867158671586737
2023-10-18,"
        Bardi University
      ",0.09769484083424791,0.8144927536231883,0.127435697583788,0.9103176250778492,0.744621141253508,0.16605166051660514
2023-10-16,"
        DemocracyMeter
      ",0.14050493962678387,0.8333333333333337,0.11028838659392047,0.8704587917791154,0.7516370439663237,0.20664206642066424
2023-10-14,"
        Policy Voice Polling
      ",0.1361141602634469,0.8884057971014498,0.08716549753182645,0.9028440938343366,0.7333956969130029,0.1383763837638377
2023-10-13,"
        Mawmsey Reports
      ",0.17233809001097683,0.8985507246376812,0.05806703039750585,0.8418102553456508,0.7418147801683816,0.16236162361623627
2023-10-12,"
        Pulse Analytics
      ",0.1920965971459935,0.9304347826086958,0.022992985190958704,0.8181440730745277,0.7418147801683815,0.26937269372693745
2023-10-12,"
        Bardi University
      ",0.16794731064763985,0.96231884057971,0.0054559625876851175,0.7932323022628192,0.7460243217960711,0.43173431734317347
2023-10-11,"
        Verity Insights
      ",0.21295279912184428,1.0,0.0054559625876851175,0.787004359559892,0.6842843779232929,0.46309963099630985
